recruiment_id,user_id,title_aspect,desc_aspect,company_aspect,poster_aspect,other_aspect,label,explanation
68045191,2,negative,positive,positive,neutral,positive,warning,"Tiêu đề công việc chứa thành phần hối thúc, gấp gáp."
68845758,2,positive,negative,negative,neutral,positive,warning,"Thông tin công việc nhiều trường gây nhầm lẫn và ""hứa hẹn"", quyền lợi được đi du lịch trường thông tin thêm, mức lương chưa được trùng khớp, yêu cầu CCCD gốc để có thể đi làm."
68087726,2,positive,positive,negative,neutral,positive,clean,"Thông tin công việc sơ sài, tuy nhiên đây chỉ là công việc lao động không cần trình độ quá cao."
68846357,2,positive,positive,positive,neutral,positive,clean,"Tương đối tương đối đầy đủ, công ty tồn tại."
68200850,2,positive,negative,positive,neutral,positive,seeding,"Thông tin công việc chưa hoàn toàn đầy đủ, quyền lợi BHYT không cần thiết vì đây là điều khoản bắt buộc đối với doanh nghiệp, tuy nhiên công ty được xác thực."
68809990,2,positive,negative,negative,neutral,negative,warning,"Các thông tin ở chế độ đãi ngộ là thông tin gây nhầm lẫn vì đây thực chất là các quy định của pháp luật, chưa rõ ràng về công ty, mức lương không trùng khớp với nhau và không nhất quán."
68886703,2,positive,negative,positive,not_mentioned,positive,seeding,"Thông tin tương đối, đầy đủ, tuy nhiên ""được đóng BHXH; BHYT"" không phải là quyền lợi của người lao động vì đây là bắt buộc của người sử dụng lao động."
68872784,2,negative,negative,positive,neutral,positive,warning,"Tiêu đề công việc và mô tả công việc còn quá sơ sài, không rõ ràng, chưa biết được loại hình kinh doanh và các thông tin cần thiết."
68752026,2,positive,negative,negative,neutral,positive,seeding,"Thông tin công việc chưa rõ ràng về việc làm, hệ thống chuỗi cửa hàng không xác định, địa chỉ của chuỗi cửa hàng không match với nhau."
68769379,2,positive,positive,positive,neutral,positive,clean,Thông tin công việc đầy đủ.
68837698,2,positive,positive,positive,not_mentioned,positive,clean,"Thông tin còn sơ sài, tuy nhiên không gây nhầm lẫn vì đây là công việc không yêu cầu bằng cấp và trình độ."
68803098,2,negative,negative,negative,neutral,positive,warning,"Tiêu đề công việc hối thúc, thông tin công việc còn sơ sài và chưa mô tả rõ được các yêu cầu công việc, việc cần làm và loại hình kinh doanh."
68733984,2,positive,positive,negative,neutral,positive,clean,"Công việc là bảo vệ nên tương đối và có thể chấp nhận, thông tin không gây nhầm lẫn."
62616820,2,positive,negative,not_mentioned,neutral,not_mentioned,warning,"Mức lương còn chưa rõ ràng đối với các vị trí, thông tin gây nhầm lẫn là về BHYT, quyền lợi và các địa chỉ làm việc."
43954033,2,positive,negative,positive,neutral,negative,warning,"Thông tin công việc rõ ràng, tuy nhiên quyền lợi là thông tin gây nhầm lẫn, mức lương chưa được đề cập."
68846357,4,positive,positive,positive,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. 
68200850,4,positive,negative,positive,neutral,positive,seeding,Các thông tin về mức lương ngang giá mặt bằng chung. Các loại bảo hiểm là nghĩa vụ của công ty phải đóng cho người lao động chứ không phải là quyền lợi của người lao động.
68809990,4,positive,negative,negative,neutral,positive,seeding,"Các thông tin về mức lương ngang giá mặt bằng chung. Các loại bảo hiểm là nghĩa vụ của công ty phải đóng cho người lao động chứ không phải là quyền lợi của người lao động. Lương tháng 13 có thể là một khoản hứa hẹn không nằm trong quy định bắt buộc của bộ lao động, cần phải làm rõ khi thành lập hợp đồng lao động. Khoảng lương tối thiểu -tối đa khai báo không trùng với mức lương đề cập trong mô tả công việc."
68886703,4,positive,negative,positive,not_mentioned,positive,seeding,Các thông tin về mức lương ngang giá mặt bằng chung. Các loại bảo hiểm là nghĩa vụ của công ty phải đóng cho người lao động chứ không phải là quyền lợi của người lao động.
68872784,4,positive,positive,positive,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
68752026,4,positive,negative,negative,neutral,positive,warning,"Tên công ty không rõ ràng, nhiều địa chỉ làm việc gây hấp dẫn cho người ứng tuyển."
68769379,4,positive,positive,positive,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
68837698,4,positive,negative,positive,not_mentioned,positive,warning,Chưa đề cập đến loại sản phẩm kinh doanh.
68803098,4,negative,positive,negative,neutral,positive,warning,Tiêu đề chứa từ ngữ hối thúc.
68733984,4,positive,positive,negative,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung
62616820,4,positive,negative,not_mentioned,neutral,negative,warning,Mức lương nhân viên kho không hợp lý.
43954033,4,positive,negative,positive,negative,negative,warning,Chưa đề cập đến mức lương công việc.
68836574,4,negative,negative,positive,not_mentioned,positive,warning,"Yêu cầu CCCD gốc, tiêu đề chứa từ ngữ hấp dẫn."
68825917,4,positive,positive,neutral,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung.
68888325,4,positive,positive,positive,not_mentioned,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
68820685,4,negative,positive,negative,neutral,negative,warning,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng tìm trên mạng có địa chỉ là Hải Dương nhưng ở đây lại để ở Hà Nội.
68858793,4,positive,positive,positive,not_mentioned,negative,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
68891096,4,negative,positive,neutral,not_mentioned,positive,warning,Tiêu đề chứa từ ngữ hối thúc.
68830285,4,positive,positive,positive,not_mentioned,positive,clean,Thông tin tuyển dụng đầy đủ.
68865945,4,positive,positive,positive,not_mentioned,positive,clean,"Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
"
68891193,4,positive,negative,positive,not_mentioned,positive,seeding,"Mức lương được đề cập đến không giới hạn vì đó là hoa hồng tùy theo năng lực mỗi người, tuy vậy tin tuyển dụng chứa các câu từ hấp dẫn."
68845745,4,positive,negative,positive,not_mentioned,positive,warning,Mô tả công việc không rõ ràng.
68823557,4,positive,positive,positive,not_mentioned,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
68751726,4,negative,positive,positive,neutral,positive,warning,"Địa chỉ làm việc không rõ ràng, loại công việc không trùng với công việc mô tả ở tiêu đề."
68720279,4,negative,negative,positive,neutral,negative,warning,Tin ứng tuyển chứ không phải tin tuyển dụng.
68848034,4,positive,negative,positive,not_mentioned,positive,seeding,Các thông tin về mức lương ngang giá mặt bằng chung. Các loại bảo hiểm là nghĩa vụ của công ty phải đóng cho người lao động chứ không phải là quyền lợi của người lao động. 
68878215,4,positive,positive,negative,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ.
68706240,4,negative,negative,not_mentioned,neutral,negative,warning,Tin này là tin ứng tuyển tìm việc chứ không phải tin tuyển dụng.
64799711,4,negative,positive,not_mentioned,neutral,positive,warning,"Chưa đề cập rõ đến địa chỉ làm việc, tiêu đề chứa từ ngữ hối thúc."
63966549,4,positive,positive,not_mentioned,neutral,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Các loại phụ cấp cần được nêu rõ khi thành lập hợp đồng lao động.
68851177,4,negative,positive,negative,neutral,positive,warning,Tiêu đề chứa từ ngữ hối thúc.
68667999,4,negative,positive,negative,negative,positive,warning,"Tiêu đề công việc chứa từ ngữ hấp dẫn, công ty được đề cập không nhất quán."
68273156,4,positive,positive,negative,neutral,not_mentioned,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung.
68901389,4,positive,positive,negative,not_mentioned,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập hơi thấp so với mặt bằng chung ở quận Tân Phú.
68876213,4,positive,negative,positive,not_mentioned,positive,seeding,"Các thông tin về mức lương ngang giá mặt bằng chung. Các thông tin như được nghỉ ngày chủ nhật là thông tin không cần thiết. Thông tin được đi du lịch, lương tháng 13 và các loại thưởng khác có thể là một khoản hứa hẹn không nằm trong quy định bắt buộc của bộ lao động. Công ty được xác thực."
64700191,4,negative,positive,negative,neutral,positive,warning,Tiêu đề chứa từ ngữ hối thúc.
68796066,4,negative,negative,negative,neutral,positive,warning,Nơi làm việc chưa đề cập cụ thể.
68049227,4,positive,positive,positive,not_mentioned,positive,clean,Các thông tin về mô tả công việc đầy đủ. Công ty tuyển dụng được xác thực.
68876236,4,positive,negative,positive,not_mentioned,not_mentioned,seeding,Các thông tin về mức lương ngang giá mặt bằng chung. Các loại bảo hiểm là nghĩa vụ của công ty phải đóng cho người lao động chứ không phải là quyền lợi của người lao động.
68867021,4,positive,positive,negative,not_mentioned,positive,clean,Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung.
68891862,4,positive,positive,positive,not_mentioned,positive,clean,"Các thông tin về mô tả công việc đầy đủ. Mức lương đề cập ngang giá mặt bằng chung. Công ty tuyển dụng được xác thực.
"
